annotation_id,source_group,pool_used,domain,grant_domain,arxiv_domain,domain_pair,year_segment,similarity_band,grant_year,grant_id,arxiv_id,similarity,delta_t_days,temporal_ok,topic_ok,review_notes,grant_posted_date,arxiv_submitted_date,grant_title,grant_description,arxiv_title,arxiv_abstract,negative_combo
GS_028,raw,raw,cs,cs,cs,cs,mid_2013_2018,high,2013,236600,2111.09502,0.416643,-3074,0,,,2013-06-19,2021-11-18,Drug Docking and Screening Data Resource (U01),"The purpose of this Funding Opportunity Announcement (FOA) is to continue to increase the amount of publicly available, high-quality data describing structures and affinities of protein-drug ligand complexes -data vital for development, validation, and benchmarking of drug docking and screening soft",Docking-based Virtual Screening with Multi-Task Learning,"Machine learning shows great potential in virtual screening for drug discovery. Current efforts on accelerating docking-based virtual screening do not consider using existing data of other previously developed targets. To make use of the knowledge of the other targets and take advantage of the existing data, in this work, we apply multi-task learning to the problem of docking-based virtual screening. With two large docking datasets, the results of extensive experiments show that multi-task learning can achieve better performances on docking score prediction. By learning knowledge across multiple targets, the model trained by multi-task learning shows a better ability to adapt to a new target. Additional empirical study shows that other problems in drug discovery, such as the experimental drug-target affinity prediction, may also benefit from multi-task learning. Our results demonstrate that multi-task learning is a promising machine learning approach for docking-based virtual screening and accelerating the process of drug discovery.",
GS_029,raw,raw,cs,cs,cs,cs,mid_2013_2018,high,2018,301073,1607.08691,0.255282,577,1,,,2018-02-26,2016-07-29,NIJ FY18 Artificial Intelligence Technology Applied Research and Development for Law Enforcement Applications,"NIJ is seeking applications for research to apply advances in Artificial Intelligence (AI) technologies to support law enforcement in preventing, responding to, and investigating gang violence, human and drug trafficking, migrant smuggling, and/or child pornography.",A Non-Parametric Learning Approach to Identify Online Human Trafficking,"Human trafficking is among the most challenging law enforcement problems which demands persistent fight against from all over the globe. In this study, we leverage readily available data from the website ""Backpage""-- used for classified advertisement-- to discern potential patterns of human trafficking activities which manifest online and identify most likely trafficking related advertisements. Due to the lack of ground truth, we rely on two human analysts --one human trafficking victim survivor and one from law enforcement, for hand-labeling the small portion of the crawled data. We then present a semi-supervised learning approach that is trained on the available labeled and unlabeled data and evaluated on unseen data with further verification of experts.",
GS_030,raw,raw,cs,cs,cs,cs,mid_2013_2018,high,2014,260088,1405.2407,0.237043,74,1,,,2014-07-23,2014-05-10,2014 Continue Billings Archives Partnership,"This is NOT a solicitation for applications. This is just an announcement that the Woodstock Foundation, Inc. has been selected for their work on this project. As such, the Foundation will: 1. Support research projects by conducting archival searches for references to Park collections and historic r",The Past and the Future of Holocaust Research: From Disparate Sources to an Integrated European Holocaust Research Infrastructure,"The European Holocaust Research Infrastructure (EHRI) has been set up by the European Union to create a sustainable complex of services for researchers. EHRI will bring together information about dispersed collections, based on currently more than 20 partner organisations in 13 countries and many other archives. EHRI, which brings together historians, archivists and specialists in digital humanities, strives to develop innovative on-line tools for finding, researching and sharing knowledge about the Holocaust. While connecting information about Holocaust collections, it strives to create tools and approaches applicable to other digital archival projects. The paper describes its current progress and collaboration across the disciplines involved.",
GS_031,raw,raw,cs,cs,cs,cs,mid_2013_2018,mid,2018,306243,1708.02174,0.207463,310,1,,,2018-06-13,2017-08-07,Develop a Groundwater Management Tool,This project will work to finalize data management protocols for caves and hydrology at Grand Canyon National Park. The project will then create a scientifically defensible plan for a monitoring network with the aim of representing the variability in aquifer behavior found within the park. B. Projec,Code Park: A New 3D Code Visualization Tool,"We introduce Code Park, a novel tool for visualizing codebases in a 3D game-like environment. Code Park aims to improve a programmer's understanding of an existing codebase in a manner that is both engaging and intuitive, appealing to novice users such as students. It achieves these goals by laying out the codebase in a 3D park-like environment. Each class in the codebase is represented as a 3D room-like structure. Constituent parts of the class (variable, member functions, etc.) are laid out on the walls, resembling a syntax-aware ""wallpaper"". The users can interact with the codebase using an overview, and a first-person viewer mode. We conducted two user studies to evaluate Code Park's usability and suitability for organizing an existing project. Our results indicate that Code Park is easy to get familiar with and significantly helps in code understanding compared to a traditional IDE. Further, the users unanimously believed that Code Park was a fun tool to work with.",
GS_032,raw,raw,cs,cs,cs,cs,mid_2013_2018,mid,2013,213593,0901.2094,0.191258,1450,1,,,2013-01-03,2009-01-14,Sensors and Sensing Systems,"The Sensors and Sensing System (SSS) program funds fundamental research on sensors and sensing systems. Such fundamental research includes the discovery and characterization of new sensing modalities, fundamental theories for aggregation and analysis of sensed data, fundamentally new approaches for ",The Sensing Capacity of Sensor Networks,"This paper demonstrates fundamental limits of sensor networks for detection problems where the number of hypotheses is exponentially large. Such problems characterize many important applications including detection and classification of targets in a geographical area using a network of sensors, and detecting complex substances with a chemical sensor array. We refer to such applications as largescale detection problems. Using the insight that these problems share fundamental similarities with the problem of communicating over a noisy channel, we define a quantity called the sensing capacity and lower bound it for a number of sensor network models. The sensing capacity expression differs significantly from the channel capacity due to the fact that a fixed sensor configuration encodes all states of the environment. As a result, codewords are dependent and non-identically distributed. The sensing capacity provides a bound on the minimal number of sensors required to detect the state of an environment to within a desired accuracy. The results differ significantly from classical detection theory, and provide an ntriguing connection between sensor networks and communications. In addition, we discuss the insight that sensing capacity provides for the problem of sensor selection.",
GS_033,raw,raw,cs,cs,cs,cs,mid_2013_2018,low,2017,291731,1702.00137,0.169877,8,1,,,2017-02-09,2017-02-01,EARLY CAREER FACULTY (ECF),"The National Aeronautics and Space Administration (NASA) Headquarters has released a solicitation, titled Early Career Faculty (ECF), as an appendix to the Space Technology Mission Directorate (STMD) umbrella NASA Research Announcement (NRA) titled ""Space Technology Research, Development, Demonstrat",Blue Sky Ideas in Artificial Intelligence Education from the EAAI 2017 New and Future AI Educator Program,"The 7th Symposium on Educational Advances in Artificial Intelligence (EAAI'17, co-chaired by Sven Koenig and Eric Eaton) launched the EAAI New and Future AI Educator Program to support the training of early-career university faculty, secondary school faculty, and future educators (PhD candidates or postdocs who intend a career in academia). As part of the program, awardees were asked to address one of the following ""blue sky"" questions: * How could/should Artificial Intelligence (AI) courses incorporate ethics into the curriculum? * How could we teach AI topics at an early undergraduate or a secondary school level? * AI has the potential for broad impact to numerous disciplines. How could we make AI education more interdisciplinary, specifically to benefit non-engineering fields? This paper is a collection of their responses, intended to help motivate discussion around these issues in AI education.",
GS_034,raw,raw,cs,cs,cs,cs,mid_2013_2018,low,2015,280752,1409.2612,0.145279,477,1,,,2015-12-30,2014-09-09,FY2016 to FY2017 NOAA Broad Agency Announcement (BAA),"This notice is not a mechanism to fund existing NOAA awards. The purpose of this notice is to request applications for special projects and programs associated with NOAA's strategic plan and mission goals, as well as to provide the general public with information and guidelines on how NOAA will sele",A simple proof of the completeness of APAL,We provide a simple proof of the completeness of arbitrary public announcement logic APAL. The proof is an improvement over the proof found in the publication Knowable as Known after an Announcement.,
GS_035,raw,raw,cs,cs,cs,cs,recent_2019_2024,high,2021,334291,2202.05714,0.434844,-233,0,,,2021-06-23,2022-02-11,Cooperative Agreement for CESU-affiliated Partner with Great Lakes Cooperative Ecosystem Studies Unit,"The USGS is offering a funding opportunity to a CESU partner for research in stream and reservoir water quality modeling, with a focus on temperature. Water temperature is a “master variable” for many important aquatic outcomes, including the suitability of habitat, evaporation rates, greenhouse gas",Modeling Reservoir Release Using Pseudo-Prospective Learning and Physical Simulations to Predict Water Temperature,"This paper proposes a new data-driven method for predicting water temperature in stream networks with reservoirs. The water flows released from reservoirs greatly affect the water temperature of downstream river segments. However, the information of released water flow is often not available for many reservoirs, which makes it difficult for data-driven models to capture the impact to downstream river segments. In this paper, we first build a state-aware graph model to represent the interactions amongst streams and reservoirs, and then propose a parallel learning structure to extract the reservoir release information and use it to improve the prediction. In particular, for reservoirs with no available release information, we mimic the water managers' release decision process through a pseudo-prospective learning method, which infers the release information from anticipated water temperature dynamics. For reservoirs with the release information, we leverage a physics-based model to simulate the water release temperature and transfer such information to guide the learning process for other reservoirs. The evaluation for the Delaware River Basin shows that the proposed method brings over 10\% accuracy improvement over existing data-driven models for stream temperature prediction when the release data is not available for any reservoirs. The performance is further improved after we incorporate the release data and physical simulations for a subset of reservoirs.",
GS_036,raw,raw,cs,cs,cs,cs,recent_2019_2024,high,2022,338667,2105.02746,0.245281,312,1,,,2022-03-14,2021-05-06,Short-Term Research Education Experiences to Attract Talented Students to Biomedical Informatics/Data Science Careers and Enhance Diversity (R25 Clinical Trial Not Allowed),"The purpose of this NLM R25 program is to support short-term educational activities that encourage undergraduates and masters students from diverse backgrounds, including those from groups underrepresented in the biomedical and behavioral sciences, to pursue further training and careers in biomedica",Introducing Information Retrieval for Biomedical Informatics Students,"Introducing biomedical informatics (BMI) students to natural language processing (NLP) requires balancing technical depth with practical know-how to address application-focused needs. We developed a set of three activities introducing introductory BMI students to information retrieval with NLP, covering document representation strategies and language models from TF-IDF to BERT. These activities provide students with hands-on experience targeted towards common use cases, and introduce fundamental components of NLP workflows for a wide variety of applications.",
GS_037,raw,raw,cs,cs,cs,cs,recent_2019_2024,mid,2022,342831,2106.03085,0.211731,418,1,,,2022-07-29,2021-06-06,Climate Program Office FY 2023,"Climate variability and change present society with significant economic, health, safety, and security challenges. As part of the National Oceanic and Atmospheric Administration (NOAA) climate portfolio within the Office of Oceanic and Atmospheric Research (OAR), the Climate Program Office (CPO) add",An Ontology Model for Climatic Data Analysis,"Recently ontologies have been exploited in a wide range of research areas for data modeling and data management. They greatly assists in defining the semantic model of the underlying data combined with domain knowledge. In this paper, we propose the Climate Analysis (CA) Ontology to model climate datasets used by remote sensing analysts. We use the data published by National Oceanic and Atmospheric Administration (NOAA) to further explore how ontology modeling can be used to facilitate the field of climatic data processing. The idea of this work is to convert relational climate data to the Resource Description Framework (RDF) data model, so that it can be stored in a graph database and easily accessed through the Web as Linked Data. Typically, this provides climate researchers, who are interested in datasets such as NOAA, with the potential of enriching and interlinking with other databases. As a result, our approach facilitates data integration and analysis of diverse climatic data sources and allows researchers to interrogate these sources directly on the Web using the standard SPARQL query language.",
GS_038,raw,raw,cs,cs,cs,cs,recent_2019_2024,mid,2021,336362,1901.10268,0.193668,1010,1,,,2021-11-04,2019-01-29,English Access&#8239;Microscholarship&#8239;Program&#8239;,"The US Embassy Nairobi invites interested applicants to submit proposals from implementing partners for 2022 -2023 English Access Microscholarship Program (Access) in response to the reference Notice of Funding Announcement (NOFO). Due to the uncertain situation with the COVID19 pandemic in Kenya, t",Performance comparison of an AI-based Adaptive Learning System in China,"Adaptive learning systems stand apart from traditional learning systems by offering a personalized learning experience to students according to their different knowledge states. Adaptive systems collect and analyse students' behavior data, update learner profiles, then accordingly provide timely individualized feedback to each student. Such interactions between the learning system and students can improve the engagement of students and the efficiency of learning. This paper evaluates the effectiveness of an adaptive learning system, ""Yixue Squirrel AI"" (or Yixue), on English and math learning in middle school. The effectiveness of the Yixue's math and English learning systems is respectively compared against (1) traditional classroom math instruction conducted by expert human teachers and (2) BOXFiSH, another adaptive learning platform for English language learning. Results suggest that students achieved better performance using Yixue adaptive learning system than both traditional classroom instruction by expert teachers and another adaptive learning platform.",
GS_039,raw,raw,cs,cs,cs,cs,recent_2019_2024,low,2021,336716,2106.03085,0.172759,171,1,,,2021-11-24,2021-06-06,Proposed Cooperative Institute for Earth System Research and Data Science,"The NOAA Office of Oceanic and Atmospheric Research (OAR) invites applications for the establishment of a Cooperative Institute (CI) to assist NOAA in fulfilling NOAA’s Next Generation Strategic Plan vision of “Healthy ecosystems, communities, and economies that are resilient in the face of change.”",An Ontology Model for Climatic Data Analysis,"Recently ontologies have been exploited in a wide range of research areas for data modeling and data management. They greatly assists in defining the semantic model of the underlying data combined with domain knowledge. In this paper, we propose the Climate Analysis (CA) Ontology to model climate datasets used by remote sensing analysts. We use the data published by National Oceanic and Atmospheric Administration (NOAA) to further explore how ontology modeling can be used to facilitate the field of climatic data processing. The idea of this work is to convert relational climate data to the Resource Description Framework (RDF) data model, so that it can be stored in a graph database and easily accessed through the Web as Linked Data. Typically, this provides climate researchers, who are interested in datasets such as NOAA, with the potential of enriching and interlinking with other databases. As a result, our approach facilitates data integration and analysis of diverse climatic data sources and allows researchers to interrogate these sources directly on the Web using the standard SPARQL query language.",
GS_040,raw,raw,cs,cs,cs,cs,recent_2019_2024,low,2022,339000,1507.02439,0.124587,2455,1,,,2022-03-29,2015-07-09,"Justice, Rights &amp; Security - Rapid Response (JRS-RR)",Dear Prospective Applicants: The United States Agency for International Development (USAID) is seeking applications for a cooperative agreement from qualified entities to implement rapid response assistance programming in addressing urgent emerging crises or opportunities related to justice and rule,Automated Matchmaking to Improve Accuracy of Applicant Selection for University Education System,"The accurate applicant selection for university education is imperative to ensure fairness and optimal use of institutional resources. Although various approaches are operational in tertiary educational institutions for selecting applicants, a novel method of automated matchmaking is explored in the current study. The method functions by matching a prospective students skills profile to a programmes requisites profile. Empirical comparisons of the results, calculated by automated matchmaking and two other selection methods, show matchmaking to be a viable alternative for accurate selection of applicants. Matchmaking offers a unique advantage that it neither requires data from other applicants nor compares applicants with each other. Instead, it emphasises norms that define admissibility to a programme. We have proposed the use of technology to minimize the gap between students aspirations, skill sets and course requirements. It is a solution to minimize the number of students who get frustrated because of mismatched course selection.",
GS_041,raw,raw,env_energy,env_energy,env_energy,env_energy,early_2008_2012,high,2008,44089,1705.05025,0.427059,-3299,0,,,2008-05-02,2017-05-14,Stem Cells and Cancer (R21),"Purpose. This funding opportunity announcement (FOA), issued by the National Cancer Institute (NCI), and the National Institute on Aging (NIA), encourages research in all aspects of tumor stem cell biology, including the molecular and biochemical regulation of embryonic and adult stem cell behavior ",Complexity in cancer stem cells and tumor evolution: towards precision medicine,"In this review, we discuss recent advances on the plasticity of cancer stem cells and highlight their relevance to understand the metastatic process and to guide therapeutic interventions. Recent results suggest that the strict hierarchical structure of cancer cell populations advocated by the cancer stem cell model must be reconsidered since the depletion of cancer stem cells leads the other tumor cells to switch back into the cancer stem cell phenotype. This plasticity has important implications for metastasis since migrating cells do not need to be cancer stem cells in order to seed a metastasis. We also discuss the important role of the immune system and the microenvironment in modulating phenotypic switching and suggest possible avenues to exploit our understanding of this process to develop an effective strategy for precision medicine.",
GS_042,raw,raw,env_energy,env_energy,env_energy,env_energy,early_2008_2012,high,2010,58746,0905.0994,0.28691,554,1,,,2010-11-12,2009-05-07,Methods and Approaches for Detection of Gene-Environment Interactions in Human Disease (R21),"This FOA issued by NIEHS, National Institutes of Health, encourages grant applications from institutions/organizations to develop and test innovative statistical and bioinformatics methods and analytical strategies and study designs for identifying gene-environment interactions for complex human dis",A novel approach to simulate gene-environment interactions in complex diseases,"Complex diseases are multifactorial traits caused by both genetic and environmental factors. They represent the most part of human diseases and include those with largest prevalence and mortality (cancer, heart disease, obesity, etc.). Despite of a large amount of information that have been collected about both genetic and environmental risk factors, there are relatively few examples of studies on their interactions in epidemiological literature. One reason can be the incomplete knowledge of the power of statistical methods designed to search for risk factors and their interactions in this data sets. An improving in this direction would lead to a better understanding and description of gene-environment interaction. To this aim, a possible strategy is to challenge the different statistical methods against data sets where the underlying phenomenon is completely known and fully controllable, like for example simulated ones. We present a mathematical approach that models gene-environment interactions. By this method it is possible to generate simulated populations having gene-environment interactions of any form. We implemented a simple version of this model in a Gene-Environment iNteraction Simulator (GENS), a tool designed to simulate case-control data sets where a one gene-one environment interaction influences the disease risk. The main effort has been to allow user to describe characteristics of population by using standard epidemiological measures and to implement constraints to make the simulator behavior biologically meaningful.",
GS_043,raw,raw,env_energy,env_energy,env_energy,env_energy,early_2008_2012,high,2010,52406,0812.3226,0.24003,441,1,,,2010-03-03,2008-12-17,DoD Prostate Cancer Training Award,"The PCRP Prostate Cancer Training Award mechanism was introduced in FY06. Since then, 671 applications have been received, and 220 have been recommended for funding. The Prostate Cancer Training Award supports predoctoral or postdoctoral training opportunities focused on prostate cancer research or ",BiopSym: a simulator for enhanced learning of ultrasound-guided prostate biopsy,"This paper describes a simulator of ultrasound-guided prostate biopsies for cancer diagnosis. When performing biopsy series, the clinician has to move the ultrasound probe and to mentally integrate the real-time bi-dimensional images into a three-dimensional (3D) representation of the anatomical environment. Such a 3D representation is necessary to sample regularly the prostate in order to maximize the probability of detecting a cancer if any. To make the training of young physicians easier and faster we developed a simulator that combines images computed from three-dimensional ultrasound recorded data to haptic feedback. The paper presents the first version of this simulator.",
GS_044,raw,raw,env_energy,env_energy,env_energy,env_energy,early_2008_2012,mid,2010,54887,q-bio/0612019,0.197882,1268,1,,,2010-06-01,2006-12-11,Evaluate Changes in Spruce-Fir Forests to Identify Iimpacts of Exotic Insect and Climate Change,"This is a Notice of Intent to award a Cooperative Ecosystem Studies Unit Task Agreement to the University of Tennessee, Knoxville for project titled ""Evaluate Changes in Spruce-Fir Forests to Identify Impacts of Exotic Insect and Climate Change"". The Principle Investigator for this action is Dr. Jen","Insects, Trees, and Climate: The Bioacoustic Ecology of Deforestation and Entomogenic Climate Change","Accumulating observational evidence suggests an intimate connection between rapidly expanding insect populations, deforestation, and global climate change. We review the evidence, emphasizing the vulnerability of key planetary carbon pools, especially the Earth's forests that link the micro-ecology of insect infestation to climate. We survey current research regimes and insect control strategies, concluding that at present they are insufficient to cope with the problem's present regional scale and its likely future global scale. We propose novel bioacoustic interactions between insects and trees as key drivers of infestation population dynamics and the resulting wide-scale deforestation. The bioacoustic mechanisms suggest new, nontoxic control interventions and detection strategies.",
GS_045,raw,raw,env_energy,env_energy,env_energy,env_energy,early_2008_2012,mid,2011,98357,math/0703097,0.161462,1558,1,,,2011-06-08,2007-03-03,Fluid Dynamics,The Fluid Dynamics program supports fundamental research and education on mechanisms and phenomena governing fluid flow. Proposed research should contribute to basic understanding; thus enabling the better design; predictability; efficiency; and control of systems that involve fluids. Encouraged are,The inertial dynamics of thin film flow of non-Newtonian fluids,"Consider the flow of a thin layer of non-Newtonian fluid over a solid surface. I model the case of a viscosity that depends nonlinearly on the shear-rate; power law fluids are an important example, but the analysis here is for general nonlinear dependence. The modelling allows for large changes in film thickness provided the changes occur over a large enough lateral length scale. Modifying the surface boundary condition for tangential stress forms an accessible base for the analysis where flow with constant shear is a neutral critical mode, in addition to a mode representing conservation of fluid. Perturbatively removing the modification then constructs a model for the coupled dynamics of the fluid depth and the lateral momentum. For example, the results model the dynamics of gravity currents of non-Newtonian fluids even when the flow is not very slow.",
GS_046,raw,raw,env_energy,env_energy,env_energy,env_energy,early_2008_2012,low,2011,92853,1011.4650,0.142936,170,1,,,2011-05-10,2010-11-21,"Youth Engagement, Spring Break Academy",The purpose of this task agreement against an existing cooperative agreement is to provide the NPS Spring Break Academy included are several parks for the support of the Youth engagement Initiative.,Solar Flares and the Chromosphere,"A white paper prepared for the Space Studies Board, National Academy of Sciences (USA), for its Decadal Survey of Solar and Space Physics (Heliophysics), reviewing and encouraging studies of flare physics in the chromosphere.",
GS_047,raw,raw,env_energy,env_energy,env_energy,env_energy,early_2008_2012,low,2012,166973,1012.0375,0.101023,510,1,,,2012-04-25,2010-12-02,State of Alaska Liaison and Staff Support 2012,"The US Fish and Wildlife Service, Headquarters Region 7 intends to award a single source Cooperative Agreement as authorized by 505 DM 2.14 B to Alaska Department of Fish and Game. This notice is not a request for proposals and the Government does not intend to accept proposals. Award will be made 1",Dynamic Resource Coordination and Interference Management for Femtocell Networks,Femtocell is emerging as a key technology to secure the coverage and capacity in indoor environments. However the deployment of a new femtocell layer may originate undesired interference to the whole system. This paper investigates spectrum resource coordination and interference management for the femtocell networks. A resource coordination scheme based on broadcasting resource coordination request messages by the femto mobile is proposed to reduce the system interference.,
GS_048,raw,raw,env_energy,env_energy,env_energy,env_energy,mid_2013_2018,high,2018,300280,2207.04914,0.401464,-1628,0,,,2018-01-25,2022-07-11,DARPA Subterranean (SubT) Challenge,"The goal of the DARPA Subterranean Challenge is to discover innovations that enable integrated and rapid mapping, navigation, and search of complex environments.",Team CERBERUS Wins the DARPA Subterranean Challenge: Technical Overview and Lessons Learned,"This article presents the CERBERUS robotic system-of-systems, which won the DARPA Subterranean Challenge Final Event in 2021. The Subterranean Challenge was organized by DARPA with the vision to facilitate the novel technologies necessary to reliably explore diverse underground environments despite the grueling challenges they present for robotic autonomy. Due to their geometric complexity, degraded perceptual conditions combined with lack of GPS support, austere navigation conditions, and denied communications, subterranean settings render autonomous operations particularly demanding. In response to this challenge, we developed the CERBERUS system which exploits the synergy of legged and flying robots, coupled with robust control especially for overcoming perilous terrain, multi-modal and multi-robot perception for localization and mapping in conditions of sensor degradation, and resilient autonomy through unified exploration path planning and local motion planning that reflects robot-specific limitations. Based on its ability to explore diverse underground environments and its high-level command and control by a single human supervisor, CERBERUS demonstrated efficient exploration, reliable detection of objects of interest, and accurate mapping. In this article, we report results from both the preliminary runs and the final Prize Round of the DARPA Subterranean Challenge, and discuss highlights and challenges faced, alongside lessons learned for the benefit of the community.",
GS_049,raw,raw,env_energy,env_energy,env_energy,env_energy,mid_2013_2018,high,2018,307009,1706.09216,0.236867,378,1,,,2018-07-11,2017-06-28,Baseline phenological observation of seasonal biological events,Project Goals â¿¿ The collection of phenology data would provide insight to year-over-year changes in the daily timing and extent of plant activity and reproduction. The main project goal will be to monitor agaves and ocotillos on the order of once a week for one year in all three Southeast Arizona ,Coupled Spatiotemporal Characterization of Monsoon Cloud Cover and Vegetation Phenology,"Many biogeophysical processes continuously evolve in both space and time. Some of these processes change gradually enough across both space and time to be oversampled by the satellite image archive. In these cases, image time series of Earth observations can support robust spatiotemporal analysis. In this analysis, we leverage the spectral differences of green vegetation, soil, and clouds to perform an EOF analysis which simultaneously characterizes monsoon cloud cover and vegetation phenology in a temperate cloud forest in Dhofar, southern Oman. The Normalized Difference Vegetation Index of daily MODIS reflectance clearly distinguishes clouds and bare soil from both grassland and cloud forest vegetation. Using the temporal feature space of the low order principal components of the NDVI time series, we identify distinct annual cycles of cloud cover and vegetation phenology corresponding to geographically contiguous areas of coupled monsoon-phenological activity (phenoregions). The EOF analysis characterizes the temporal dynamics of these phenoregions. The wadi cloud forests of the Jabal Al Qara and Jabal Al Qamar can each be described with 2 distinct spatiotemporal patterns of monsoon phenology, corresponding to the eastern and western portions of each range. In addition, the rangetop grasslands of the Jabal Al Qara show 3 distinct spatiotemporal patterns, corresponding to eastern, central, and western portions of the range. While each phenoregion has a clearly repeating annual cycle, each also demonstrates substantial interannual variability in both cloud cover and phenology. This interannual variability is of a sufficient magnitude to mask any trends in cloud cover or phenology in any of the regions in the Dhofar Mountains. Finally, using the degree of asymmetry of the cumulative NDVI time series, we infer a causal link between duration of cloud cover and amplitude of phenology.",
GS_050,raw,raw,env_energy,env_energy,env_energy,env_energy,mid_2013_2018,high,2017,293477,1611.02459,0.194961,169,1,,,2017-04-26,2016-11-08,Wayfinding sign maintenance and design partnership support,"The GGNRA comprises over 80,000 acres of interlocking local, state, and national parks and private lands and shares park borders with several land management agencies and entities. To provide vital visitor outreach, wayfinding and interpretative and informational signs need to be installed at variou",Using cognitive agent-based simulation for the evaluation of indoor wayfinding systems,"This paper presents a novel approach to simulate human wayfinding behaviour incorporating visual cognition into a software agent for a computer aided evaluation of wayfinding systems in large infrastructures. The proposed approach follows the Sense-Plan-Act paradigm comprised of a model for visual attention, navigation behaviour and pedestrian movement. Stochastic features of perception are incorporated to enhance generality and diversity of the developed wayfinding simulation to reflect a variety of behaviours. The validity of the proposed approach was evaluated based on empirical data collected through wayfinding experiments with 20 participants in an immersive virtual reality environment using a life-sized 3D replica of Vienna's new central railway station. The results show that the developed cognitive agent-based simulation provides a further contribution to the simulation of human wayfinding and subsequently a further step to an effective evaluation tool for the planning of wayfinding and signage.",
GS_051,raw,raw,env_energy,env_energy,env_energy,env_energy,mid_2013_2018,mid,2017,297993,1206.1886,0.170474,1956,1,,,2017-10-16,2012-06-08,ROSES 2017: Magnetospheric Multiscale Guest Investigators,"This ROSES NRA (NNH17ZDA001N) solicits basic and applied research in support of NASA’s Science Mission Directorate (SMD). The NRA covers all aspects of basic and applied supporting research and technology in space and Earth sciences, including, but not limited to: theory, modeling, and analysis of S",Breakthrough capability for the NASA Astrophysics Explorer Program: Reaching the darkest sky,"We describe a mission architecture designed to substantially increase the science capability of the NASA Science Mission Directorate (SMD) Astrophysics Explorer Program for all AO proposers working within the near-UV to far-infrared spectrum. We have demonstrated that augmentation of Falcon 9 Explorer launch services with a 13 kW Solar Electric Propulsion (SEP) stage can deliver a 700 kg science observatory payload to extra-Zodiacal orbit. This new capability enables up to ~13X increased photometric sensitivity and ~160X increased observing speed relative to a Sun-Earth L2, Earth-trailing, or Earth orbit with no increase in telescope aperture. All enabling SEP stage technologies for this launch service augmentation have reached sufficient readiness (TRL-6) for Explorer Program application in conjunction with the Falcon 9. We demonstrate that enabling Astrophysics Explorers to reach extra-zodiacal orbit will allow this small payload program to rival the science performance of much larger long development time systems; thus, providing a means to realize major science objectives while increasing the SMD Astrophysics portfolio diversity and resiliency to external budget pressure. The SEP technology employed in this study has strong applicability to SMD Planetary Science community-proposed missions. SEP is a stated flight demonstration priority for NASA's Office of the Chief Technologist (OCT). This new mission architecture for astrophysics Explorers enables an attractive realization of joint goals for OCT and SMD with wide applicability across SMD science disciplines.",
GS_052,raw,raw,env_energy,env_energy,env_energy,env_energy,mid_2013_2018,mid,2016,283811,0707.4431,0.156941,3210,1,,,2016-05-13,2007-07-30,DoD Psychological Health/Traumatic Brain Injury Cognitive Resilience and Readiness Research Award,"The FY16 PH/TBIRP CR3A seeks to support research that will increase our understanding of what and how key scientific and biomedical elements influence and correlate with cognitive skills assessment, enhancement, and training for Service members, and related specialty occupations. This Program Announ",Technical aspects of an impact acceleration traumatic brain injury rat model with potential suitability for both microdialysis and PtiO2 monitoring,"This report describes technical adaptations of a traumatic brain injury (TBI) model-largely inspired by Marmarou-in order to monitor microdialysis data and PtiO2 (brain tissue oxygen) before, during and after injury. We particularly focalize on our model requirements which allows us to re-create some drastic pathological characteristics experienced by severely head-injured patients: impact on a closed skull, no ventilation immediately after impact, presence of diffuse axonal injuries and secondary brain insults from systemic origin...We notably give priority to minimize anaesthesia duration in order to tend to banish any neuroprotection. Our new model will henceforth allow a better understanding of neurochemical and biochemical alterations resulting from traumatic brain injury, using microdialysis and PtiO2 techniques already monitored in our Intensive Care Unit. Studies on efficiency and therapeutic window of neuroprotective pharmacological molecules are now conceivable to ameliorate severe head-injury treatment.",
GS_053,raw,raw,env_energy,env_energy,env_energy,env_energy,mid_2013_2018,low,2015,275718,1108.0729,0.135842,1343,1,,,2015-04-07,2011-08-03,Intermountain West Data Warehouse,NOTICE OF INTENT TO AWARD This Funding Announcement is not a request for applications. This announcement is to provide public notice of the National Park Service�s intention to fund the following project activities without full and open competition. ABSTRACT Funding Announcement P15AS00092 Project T,Estudo de Viabilidade de uma Plataforma de Baixo Custo para Data Warehouse,"Often corporations need tools to improve their decision making in a competitive market. In general, these tools are based on data warehouse platforms to mange and analyze large amounts of data. However, several of these corporations do not have enough resources to buy such platforms because of the high cost. This work is dedicated to a feasibility study of a low cost platform to data warehouse. We consider as a low cost platform the use of open source software like the PostgreSQL database system and the GNU/Linux operational system. We verify the feasibility of this platform by executing two benchmarks that simulate a data warehouse workload. The workload reproduces a multi-user environment with the execution of complex queries, which executes: aggregations, nested sub queries, multi joins, in-line views and more. Considering the results we were able to highlight some problems on the PostgreSQL database system, and discuss improvements in the context of data warehouse.",
