review_id,domain,opportunity_id,opportunity_title,grant_description,raw_arxiv_id,raw_paper_title,arxiv_abstract,raw_similarity,raw_lag_days,lang_arxiv_id,lang_paper_title,lang_similarity,lang_lag_days,tw36_arxiv_id,tw36_paper_title,tw36_similarity,tw36_lag_days,dup_arxiv_id,dup_paper_title,dup_similarity,dup_lag_days,keep_for_eval_bool,overall_label,error_type,review_notes
CS_06,cs,328715,"Cooperative Ecosystem Studies Unit, Great Lakes Northern Forests CESU","The USGS is offering a funding opportunity to a CESU partner for research in stream and reservoir temperature modeling. Water temperature is a ¿master variable¿ for many important aquatic outcomes, including the suitability of habitat, evaporation rates, greenhouse gas exchange, and efficiency of thermoelectric energy production. Stream temperature is one of the most widely measured water characteristics by the USGS, though monitoring gaps in time and space requires modeling efforts to understand broad-scale temperature dynamics and supply decision-ready data to our stakeholders. Currently, stream and lake temperature are modeled separately, despite our knowledge that water flowing into a reservoir affects its temperature, and that reservoirs greatly impact the temperature of downstream river reaches. Further, in some places, water managers can affect downstream temperatures via reservoir releases, and understanding when to release, how much to release, and the expected water temperature changes from the release can support better decision making. The USGS and collaborators are developing process-guided machine learning models for streams and lakes that leverage the benefits of both process and machine learning models; the models are grounded in physical realism and perform well in data sparse and data rich conditions (e.g., Read et al., 2019). However, we have yet to model a stream network that reflects both lake and stream temperature dynamics.",2202.05714,Modeling Reservoir Release Using Pseudo-Prospective Learning and Physical Simulations to Predict Water Temperature,"This paper proposes a new data-driven method for predicting water temperature in stream networks with reservoirs. The water flows released from reservoirs greatly affect the water temperature of downstream river segments. However, the information of released water flow is often not available for many reservoirs, which makes it difficult for data-driven models to capture the impact to downstream river segments. In this paper, we first build a state-aware graph model to represent the interactions amongst streams and reservoirs, and then propose a parallel learning structure to extract the reservoir release information and use it to improve the prediction. In particular, for reservoirs with no available release information, we mimic the water managers' release decision process through a pseudo-prospective learning method, which infers the release information from anticipated water temperature dynamics. For reservoirs with the release information, we leverage a physics-based model to simulate the water release temperature and transfer such information to guide the learning process for other reservoirs. The evaluation for the Delaware River Basin shows that the proposed method brings over 10\% accuracy improvement over existing data-driven models for stream temperature prediction when the release data is not available for any reservoirs. The performance is further improved after we incorporate the release data and physical simulations for a subset of reservoirs.",0.414531,-543,2202.05714,Modeling Reservoir Release Using Pseudo-Prospective Learning and Physical Simulations to Predict Water Temperature,0.414527,-543,1810.02880,Physics Guided Recurrent Neural Networks For Modeling Dynamical Systems: Application to Monitoring Water Temperature And Quality In Lakes,0.247476,682,2202.05714,Modeling Reservoir Release Using Pseudo-Prospective Learning and Physical Simulations to Predict Water Temperature,0.414531,-543,True,partial relavance,none,"Broad CESU forestry/ecosystem wording, but the paper's reservoir temperature model still falls in the applied environmental prediction bucket. Not exact, yet defensible."
CS_07,cs,227155,Cyber Security (CS) Collaborative Research Alliance (CRA) Program Announcement (PA),"The U.S. Army Contracting Command – Aberdeen Proving Ground RTP Division, on behalf of the U.S. Army Research Laboratory (ARL), is issuing a Program Announcement (PA), W911NF-13-R-0004, for the establishment of a Collaborative Research Alliance (CRA) for Cyber Security (CS).Cyber security is critical to the Army due to the growing number and sophistication of attacks on military cyber networks coupled with the ever increasing reliance on cyber systems to conduct the Army’s mission. The Army Research Laboratory (ARL) has established an Enterprise approach to Cyber Security that couples multi-disciplinary internal research, analysis, and operations with extramural research and collaborative ventures. ARL intends to establish a new collaborative venture – The Cyber Security Collaborative Research Alliance (CRA) – that seeks to advance the theoretical foundations of cyber science in the context of Army networks. This Collaborative Research Alliance will consist of academia, industry and government researchers working jointly to solve complex problems. The overall objective of the Cyber Security CRA is to develop a fundamental understanding of cyber phenomena, including aspects of human attackers, cyber defenders, and end users, so that fundamental laws, theories, and theoretically grounded and empirically validated models can be applied to a broad range of Army domains, applications, and environments. The ARL strongly believes that a joint collaborative approach by a multidisciplinary researcher team is required to make fundamental advances towards meeting the CRA goal to develop a fundamental understanding of cyber phenomena. ARL has identified three interrelated aspects or Research Areas of cyber security that when jointly studied will advance the theoretical foundations of cyber science in the context of Army networks. In addition to these three Research Areas (RAs), advancing the theoretical foundations requires a trans-disciplinary approach that takes into account the human element of the network. This Cross-Cutting Research Issue (CCRI) addressing Psychosocial Effects must be jointly studied in the context and the constraints of the three Research Areas. The Research Areas and CCRI for this CRA are as follows: (1) Risk; (2) Detection; (3) Agility; (4) Psychosocial Effects.The CS CRA PA can be found at www.arl.army.mil/cracyber.This PA is expected to result in the award of a cooperative agreement (CA) as defined at 31 U.S.C. 6305 for the execution of the program. The CA will be awarded to a Consortium of organizations that may include academic, industrial and non-profit organizations. To assure the creation of a well-focused research program, the number of partners should balance the need for expertise in all three Research Areas and the crosscutting research initiative with the need to maintain a focused, cohesive, well-integrated research program. The Consortium must be led by an academic institution charged with spearheading the focused basic research program. Additionally, it is a goal that “covered educational institutions” (to include Historically Black Colleges and Universities and Minority-Serving Institutions) will receive 5% of the annual CA funding.The Consortium under this PA, will be selected via a two stage process involving Whitepapers and full proposals. Full details regarding the application process are found in section D of the CS CRA PA. Planned funding levels for the CA are set forth in the CS CRA PA. Contingent upon available funding, the Army expects to support the CS CRA for five years with an option for an additional five years.Whitepapers for the Cyber Security (CS) Collaborative Research Alliance (CRA) are due 26 April 2013. Full proposals from invited Offerors are due 19 July 2013, with an award expected in September 2013.Contracting Office Address:ACC-APG RTP, ATTN: AMSSB-ACR, Research Triangle Park Division, P.O. 1221, Research Triangle Park, NC 27709-2211Additional InformationArmy Research Laboratory (ARL) Broad Agency Announcements (BAA)Cyber Security Research AlliancePoints of Contact(s):William A. Creech, 919-549-4212",1702.04652,Overview of Cyber Science and Technology Programs at the U.S. Army Research Laboratory,"This paper provides an overview of research programs in cyber security performed by the U.S Army Research Laboratory. Although ARL is the U.S. Army's corporate laboratory that focuses on fundamental and early applied research, the fundamental science endeavors are closely integrated with extensive operationally-oriented programs. One example is the Cyber Collaborative Research Alliance (CRA) that brings together ARL scientists with academic researchers from dozens of U.S. universities. ARL cyber scientists are largely driven by challenges unique to the ground operations of the Army; this paper outlines a few of these challenges and the ways in which they are addressed by ARL research efforts. The long-term campaign of cyber research is guided by the vision of the future Army battlefield. In the year 2040, it will be a highly converged virtual-physical space, where cyber operations will be an integral part of the battle.",0.398451,-1391,1702.04652,Overview of Cyber Science and Technology Programs at the U.S. Army Research Laboratory,0.398449,-1391,1011.5661,Decision Support Systems - Technical Prerequisites and Military Requirements,0.125034,840,1702.04652,Overview of Cyber Science and Technology Programs at the U.S. Army Research Laboratory,0.398451,-1391,True,partial relavance,scope_mismatch,"Cyber is clearly shared. The grant is a collaborative research alliance solicitation, while the paper is an overview of ARL cyber programs, so it matches the program area more than a specific research objective."
CS_08,cs,46298,Topology,"Supports research on algebraic topology, including homotopy theory, ordinary and extraordinary homology and cohomology, cobordism theory, and K-theory; topological manifolds and cell complexes, fiberings, knots, and links; differential topology and actions of groups of transformations; geometric group theory; and general topology and continua theory.",1706.0154,Synthetic Homology in Homotopy Type Theory,"This paper defines homology in homotopy type theory, in the process stable homotopy groups are also defined. Previous research in synthetic homotopy theory is relied on, in particular the definition of cohomology. This work lays the foundation for a computer checked construction of homology.",0.395608,-2995,1706.01540,Synthetic Homology in Homotopy Type Theory,0.395591,-2995,0804.4324,Hochschild Homology and Cohomology of Klein Surfaces,0.193927,330,1706.01540,Synthetic Homology in Homotopy Type Theory,0.395608,-2995,True,Strong Relavance,none,"This one is mathematically coherent: topology on one side, synthetic homology in homotopy type theory on the other. Specialized, but definitely in-family."
CS_09,cs,274934,Research and Development,"The Research and Development program supports projects that address major challenges in preserving or providing access to humanities collections and resources. These challenges include the need to find better ways to preserve materials of critical importance to the nation’s cultural heritage—from fragile artifacts and manuscripts to analog recordings and digital assets subject to technological obsolescence—and to develop advanced modes of organizing, searching, discovering, and using such materials. This program recognizes that finding solutions to complex problems often requires forming interdisciplinary project teams, bringing together participants with expertise in the humanities; in preservation; and in information, computer, and natural science. All projects must demonstrate how advances in preservation and access would benefit the cultural heritage community in supporting humanities research, teaching, or public programming.",2208.13512,Labeling of Cultural Heritage Collections on the Intersection of Visual Analytics and Digital Humanities,"Engaging in interdisciplinary projects on the intersection between visualization and humanities research can be a challenging endeavor. Challenges can be finding valuable outcomes for both domains, or how to apply state-of-the-art visual analytics methods like supervised machine learning algorithms. We discuss these challenges when working with cultural heritage data. Further, there is a gap in applying these methods to intangible heritage. To give a reflection on some interdisciplinary projects, we present three case studies focusing on the labeling of cultural heritage collections, the problems and challenges with the data, the participatory design process, and takeaways for the visualization scholars from these collaborations.",0.394188,-2735,2208.13512,Labeling of Cultural Heritage Collections on the Intersection of Visual Analytics and Digital Humanities,0.394182,-2735,1406.0216,LODE: Linking Digital Humanities Content to the Web of Data,0.213046,276,2208.13512,Labeling of Cultural Heritage Collections on the Intersection of Visual Analytics and Digital Humanities,0.394188,-2735,True,Strong Relavance,none,The grant supports R&D for preserving and providing access to humanities collections; the paper is about labeling cultural heritage collections using visual analytics and digital humanities methods. That is a pretty natural fit.
CS_10,cs,283061,Research and Development,"The Research and Development program supports projects that address major challenges in preserving or providing access to humanities collections and resources. These challenges include the need to find better ways to preserve materials of critical importance to the nation’s cultural heritage—from fragile artifacts and manuscripts to analog recordings and digital assets subject to technological obsolescence—and to develop advanced modes of organizing, searching, discovering, and using such materials. This program recognizes that finding solutions to complex problems often requires forming interdisciplinary project teams, bringing together participants with expertise in the humanities; in preservation; and in information, computer, and natural science. All projects must demonstrate how advances in preservation and access would benefit the cultural heritage community in supporting humanities research, teaching, or public programming.",2208.13512,Labeling of Cultural Heritage Collections on the Intersection of Visual Analytics and Digital Humanities,"Engaging in interdisciplinary projects on the intersection between visualization and humanities research can be a challenging endeavor. Challenges can be finding valuable outcomes for both domains, or how to apply state-of-the-art visual analytics methods like supervised machine learning algorithms. We discuss these challenges when working with cultural heritage data. Further, there is a gap in applying these methods to intangible heritage. To give a reflection on some interdisciplinary projects, we present three case studies focusing on the labeling of cultural heritage collections, the problems and challenges with the data, the participatory design process, and takeaways for the visualization scholars from these collaborations.",0.394188,-2324,2208.13512,Labeling of Cultural Heritage Collections on the Intersection of Visual Analytics and Digital Humanities,0.394182,-2324,1601.00533,Crowds for Clouds: Recent Trends in Humanities Research Infrastructures,0.294507,113,2208.13512,Labeling of Cultural Heritage Collections on the Intersection of Visual Analytics and Digital Humanities,0.394188,-2324,False,Strong Relavance,duplicate_candidate,"Content alignment is still good for humanities collections and access, but this is another near-repeat of the same cultural heritage paper against the same program line."
CS_11,cs,292772,Research and Development,"The Research and Development program supports projects that address major challenges in preserving or providing access to humanities collections and resources. These challenges include the need to find better ways to preserve materials of critical importance to the nation’s cultural heritage—from fragile artifacts and manuscripts to analog recordings and digital assets subject to technological obsolescence—and to develop advanced modes of organizing, searching, discovering, and using such materials. This program recognizes that finding solutions to complex problems often requires forming interdisciplinary project teams, bringing together participants with expertise in the humanities; in preservation; and in information, computer, and natural science. All projects must demonstrate how advances in preservation and access would benefit the cultural heritage community in supporting humanities research, teaching, or public programming.",2208.13512,Labeling of Cultural Heritage Collections on the Intersection of Visual Analytics and Digital Humanities,"Engaging in interdisciplinary projects on the intersection between visualization and humanities research can be a challenging endeavor. Challenges can be finding valuable outcomes for both domains, or how to apply state-of-the-art visual analytics methods like supervised machine learning algorithms. We discuss these challenges when working with cultural heritage data. Further, there is a gap in applying these methods to intangible heritage. To give a reflection on some interdisciplinary projects, we present three case studies focusing on the labeling of cultural heritage collections, the problems and challenges with the data, the participatory design process, and takeaways for the visualization scholars from these collaborations.",0.394188,-1981,2208.13512,Labeling of Cultural Heritage Collections on the Intersection of Visual Analytics and Digital Humanities,0.394182,-1981,1601.00533,Crowds for Clouds: Recent Trends in Humanities Research Infrastructures,0.294507,456,2208.13512,Labeling of Cultural Heritage Collections on the Intersection of Visual Analytics and Digital Humanities,0.394188,-1981,False,Strong Relavance,duplicate_candidate,"Same rationale as the two earlier Research and Development rows: good substantive match, but redundant as an additional yearly call hitting the identical paper."
CS_12,cs,332386,EXPRESS: Randomized Algorithms for Extreme-Scale Science,The DOE SC program in Advanced Scientific Computing Research (ASCR) hereby announces its interest in research applications to explore potentially high-impact approaches in the development and use of randomized algorithms for scientific computing and extreme-scale science,2104.11079,Randomized Algorithms for Scientific Computing (RASC),"Randomized algorithms have propelled advances in artificial intelligence and represent a foundational research area in advancing AI for Science. Future advancements in DOE Office of Science priority areas such as climate science, astrophysics, fusion, advanced materials, combustion, and quantum computing all require randomized algorithms for surmounting challenges of complexity, robustness, and scalability. This report summarizes the outcomes of that workshop, ""Randomized Algorithms for Scientific Computing (RASC),"" held virtually across four days in December 2020 and January 2021.",0.392109,-24,2104.11079,Randomized Algorithms for Scientific Computing (RASC),0.3921,-24,2008.08042,Just another quantum assembly language (Jaqal),0.208561,220,2104.11079,Randomized Algorithms for Scientific Computing (RASC),0.392109,-24,True,Strong Relavance,none,"Almost textbook match. The FOA explicitly targets randomized algorithms for extreme-scale science, and the paper is literally about randomized algorithms for scientific computing."
CS_13,cs,292214,Internet of Battlefield Things (IoBT) Collaborative Research Alliance (CRA),"The ability of the Army to understand, predict, adapt, and exploit the vast array of internetworked things that will be present of the future battlefield is critical to maintaining and increasing its competitive advantage. The explosive growth of technologies in the commercial sector that exploits the convergence of cloud computing, ubiquitous mobile communications, networks of data-gathering sensors, and artificial intelligence presents an imposing challenge for the Army. These Internet of Things (IoT) technologies will give our enemies ever increasing capabilities that must be countered, but commercial developments do not address the unique challenges that the Army will face in using them. The U.S. Army Research Laboratory (ARL) has established an Enterprise approach to address the challenges resulting from the Internet of Battlefield Things (IoBT) that couples multi-disciplinary internal research with extramural research and collaborative ventures. ARL intends to establish a new collaborative venture (the IoBT CRA) that seeks to develop the foundations of IoBT in the context of future Army operations. The Collaborative Research Alliance (CRA) will consist of private sector and government researchers working jointly to solve complex problems. The overall objective is to develop the fundamental understanding of dynamically-composable, adaptive, goal-driven IoBTs to enable predictive analytics for intelligent command and control and battlefield services.The Future Army will operate in a highly complex and rapidly changing environment, thus the U.S. Army’s Operating Concept is to “Win in a Complex World”. The Army must tackle wicked problems wherein objectives and constraints evolve in unpredictable ways. Complexity arises from the increasing heterogeneity, connectivity, scale, dynamics, functionality and interdependence of networked elements, and from the increasing velocity and momentum of human interactions and information. Events now unfold in internet time, as noted by the Defense Science Board (DSB) 2014 Study on Decisive Army Strategic and Expeditionary Maneuver. In this context, future IoBTs will be significantly more complex that today’s networked systems, and novel mathematical approaches and techniques will be needed to represent them, reason about them, understand their behaviors, and to provide predictive analytics in diverse and dynamic environments.The Army will use IoTs for diverse and dynamic missions and will require rapid deployment and adaptation in environments with high mobility, resource constraints, and extreme heterogeneity in both very dense and sparse environments. In addition to Things and IoTs that the Army owns and controls, it may also need to make use of IoTs that it does not own or fully control. A foundational problem to be addressed by the CRA is the fundamental understanding of how to learn and devise complex models of IoBT goals, networks, information, and analytics to enable intelligent command and control, and battlefield services. A critical issue embedded throughout all aspects of IoBTs is cyber physical security as the Army will need to use things it does not control (military (blue), adversary (red), civilian (gray)), accommodate deceptive data, and counter advanced persistent threats. ARL strongly believes that a joint collaborative approach by multidisciplinary researchers is required to make fundamental advances towards meeting the CRA goal to develop a fundamental understanding of IoBTs. ARL has identified three interrelated Research Areas (RAs) that when jointly studied will advance the theoretical foundations of IoBTs in the context of future Army operations.• Discovery, Composition and Adaptation of Goal-Driven Heterogeneous IoBTs• Autonomic IoBTs to Enable Intelligent Services• Distributed Asynchronous Processing and Analytics of ThingsIn addition to these three RAs, Cyber-Physical Security has been identified as a Cross-Cutting Research Issue (CCRI) that is inherent in each of the RAs and that must be jointly studied with the RAs to make fundamental advances in IoBTs.The CRA is intended to create a collaborative environment that enables the Alliance to advance the state-of-the-art and to take advantage of the diverse scientific capabilities and viewpoints of both the private sector and government researchers. The CRA will work collaboratively with ARLs Enterprise research programs to identify areas where joint, multi-disciplinary, collaborative research is advantageous. Continuous collaboration, technical exchanges, site visits, and staff rotations will strengthen and improve the CRA research and its Army relevance.",1702.04652,Overview of Cyber Science and Technology Programs at the U.S. Army Research Laboratory,"This paper provides an overview of research programs in cyber security performed by the U.S Army Research Laboratory. Although ARL is the U.S. Army's corporate laboratory that focuses on fundamental and early applied research, the fundamental science endeavors are closely integrated with extensive operationally-oriented programs. One example is the Cyber Collaborative Research Alliance (CRA) that brings together ARL scientists with academic researchers from dozens of U.S. universities. ARL cyber scientists are largely driven by challenges unique to the ground operations of the Army; this paper outlines a few of these challenges and the ways in which they are addressed by ARL research efforts. The long-term campaign of cyber research is guided by the vision of the future Army battlefield. In the year 2040, it will be a highly converged virtual-physical space, where cyber operations will be an integral part of the battle.",0.39153,59,1702.04652,Overview of Cyber Science and Technology Programs at the U.S. Army Research Laboratory,0.391528,59,1702.04652,Overview of Cyber Science and Technology Programs at the U.S. Army Research Laboratory,0.39153,59,1702.04652,Overview of Cyber Science and Technology Programs at the U.S. Army Research Laboratory,0.39153,59,True,partial relavance,scope_mismatch,"Both sit in the Army cyber / connected-systems ecosystem, but IoBT is narrower and more battlefield-device focused than a broad overview of cyber science programs."
CS_14,cs,293111,Civic and Tech through English Language (CTEL),"Civic and Tech through English Language II (CTEL II) program will provide English language training courses aimed at improving English language command among Civic Education and Internet and Computer Technologies (ICT) teachers and promoting as well as advancing integrated teaching and learning in the following three disciplines: English language, Civic Education and ICT in the public schools of Samtskhe-Javakheti and Shida Kartli regions.",2204.11461,"A Review of Research on Civic Technology: Definitions, Theories, History and Insights","There have been initiatives that take advantage of information and communication technologies to serve civic purposes, referred to as civic technologies (Civic Tech). In this paper, we present a review of 224 papers from the ACM Digital Library focusing on Computer Supported Cooperative Work and Human-Computer Interaction, the key fields supporting the building of Civic Tech. Through this review, we discuss the concepts, theories and history of civic tech research and provide insights on the technological tools, social processes and participation mechanisms involved. Our work seeks to direct future civic tech efforts to the phase of by the citizens.",0.384994,-1841,2204.11461,"A Review of Research on Civic Technology: Definitions, Theories, History and Insights",0.38516,-1841,1511.07087,"Visualization in teaching and learning mathematics in elementary, secondary and higher education",0.19109,505,2204.11461,"A Review of Research on Civic Technology: Definitions, Theories, History and Insights",0.384994,-1841,False,weak relavance,scope_mismatch,"The word 'civic' is doing too much work here. The grant is an English-language training and teaching program, while the paper is an academic review of civic technology research."
CS_15,cs,40833,Spin Torque Transfer-Random Access Memory (STT-RAM),"DARPA is soliciting innovative research and development (R&D) proposals in the area of Spin-Torque Transfer Random Access Memory technologies. The goal of this program is to develop materials and processes to fully exploit the spin-torque transfer (STT) phenomenon for creating “universal” memory elements. A universal memory element is one that exhibits scalability for high capacity of storage per unit volume, as well as high read/write speed, compatibility with CMOS processes, and non-volatility. Proposed research should investigate innovative approaches that enable revolutionary advances in science, devices, or systems. Specifically excluded is research that primarily results in evolutionary improvements to the existing state of practice. Prior research in micro-magnetics and spintronics has led to the exploitation of giant magnetoresistance (GMR) effects for rotating magnetic disk drive memories, as well as magnetic tunneling junctions (MTJ) for magnetic random access memory (MRAM). The spin-torque transfer (STT) effect is a recent discovery that exploits magnetic spin states to electrically change the magnetic orientation of a material (Science 285, 867 (1999)). Components based on the STT effect can have the properties of a universal memory, high density, high speed, non-volatility, high endurance, and can also be well suited for harsh environments such as those with exposure to ionizing radiation. In addition, they can operate from a single power supply voltage level greatly simplifying associated circuitry.This program is aimed at developing the core technology for exploiting spin-torque transfer and related phenomena for producing large-scale memories. Compatibility and stability with expected mainstream processes for semiconductor electronics and patterned media is an important attribute that should enable significant leverage for these new technologies in delivering early demonstrations and in gaining wider acceptance.All administrative correspondence and questions on this solicitation, including requests for information on how to submit a proposal abstract or full proposal to this BAA, should be directed to BAA08-16@darpa.mil.Full BAA attached.",1202.1782,Cross-point architecture for spin transfer torque magnetic random access memory,"Spin transfer torque magnetic random access memory (STT-MRAM) is considered as one of the most promising candidates to build up a true universal memory thanks to its fast write/read speed, infinite endurance and non-volatility. However the conventional access architecture based on 1 transistor + 1 memory cell limits its storage density as the selection transistor should be large enough to ensure the write current higher than the critical current for the STT operation. This paper describes a design of cross-point architecture for STT-MRAM. The mean area per word corresponds to only two transistors, which are shared by a number of bits (e.g. 64). This leads to significant improvement of data density (e.g. 1.75 F2/bit). Special techniques are also presented to address the sneak currents and low speed issues of conventional cross-point architecture, which are difficult to surmount and few efficient design solutions have been reported in the literature. By using a STT-MRAM SPICE model including precise experimental parameters and STMicroelectronics 65 nm technology, some chip characteristic results such as cell area, data access speed and power have been calculated or simulated to demonstrate the expected performances of this new memory architecture.",0.383608,-1443,1202.1782,Cross-point architecture for spin transfer torque magnetic random access memory,0.383612,-1443,0710.4657,New Schemes for Self-Testing RAM,0.119567,124,1202.1782,Cross-point architecture for spin transfer torque magnetic random access memory,0.383608,-1443,True,Strong Relavance,none,"Strong hardware-memory alignment. STT-RAM is the core of both the solicitation and the paper; the paper goes into cross-point architecture, which is a concrete technical realization of the same area."
CS_16,cs,121133,Coral Reef Conservation Program International Coral Reef Conservation Cooperative Agreements,"The NOAA Coral Reef Conservation Grant Program (Grant Program), as authorized under the Coral Reef Conservation Act of 2000, provides matching grants of financial assistance for international coral reef conservation cooperative agreements. The Grant Program solicits proposals that will support the NOAA Coral Reef Conservation Program International Strategy 2010-2015 (International Strategy). The International Strategy focuses on supporting existing regional efforts in four priority regions based on their interconnections with U.S. reef ecosystems and existing initiatives and partnerships. Two of these four priority regions will be considered under this Federal Funding Opportunity: the Wider Caribbean and Samoa and the Southwest Pacific.",2410.20436,CoralSCOP-LAT: Labeling and Analyzing Tool for Coral Reef Images with Dense Mask,"Coral reef imagery offers critical data for monitoring ecosystem health, in particular as the ease of image datasets continues to rapidly expand. Whilst semi-automated analytical platforms for reef imagery are becoming more available, the dominant approaches face fundamental limitations. To address these challenges, we propose CoralSCOP-LAT, a coral reef image analysis and labeling tool that automatically segments and analyzes coral regions. By leveraging advanced machine learning models tailored for coral reef segmentation, CoralSCOP-LAT enables users to generate dense segmentation masks with minimal manual effort, significantly enhancing both the labeling efficiency and precision of coral reef analysis. Our extensive evaluations demonstrate that CoralSCOP-LAT surpasses existing coral reef analysis tools in terms of time efficiency, accuracy, precision, and flexibility. CoralSCOP-LAT, therefore, not only accelerates the coral reef annotation process but also assists users in obtaining high-quality coral reef segmentation and analysis outcomes. Github Page: https://github.com/ykwongaq/CoralSCOP-LAT.",0.380832,-4798,2410.20436,CoralSCOP-LAT: Labeling and Analyzing Tool for Coral Reef Images with Dense Mask,0.380832,-4798,1012.4554,Proceedings 24th International Workshop on Unification,0.118589,261,2410.20436,CoralSCOP-LAT: Labeling and Analyzing Tool for Coral Reef Images with Dense Mask,0.380832,-4798,False,partial relavance,scope_mismatch,"Coral reefs match, but the grant is an international conservation assistance program whereas the paper is a dense-mask labeling tool for reef images. Related infrastructure, different mission layer."
CS_17,cs,261268,Unmanned Aircraft System (UAS) Airspace Integration,"• The objective of this effort is to conduct basic, applied, advanced and demonstration/validation research to develop, demonstrate, integrate and transition new UAS airspace integration technologies to the warfighter.• Tasks may include the following: – Modeling, simulation and analysis of UAS – Trade studies and research of UAS systems, subsystems and interfaces– Verification, validation and safety analysis– Concept and component research and development, including software and/or hardware – Human-machine interface research and development– Develop, conduct and/or support ground or flight tests• Calls under this BAA will fall under six research areas in AFRL/RQQ: Airspace Integration; State Awareness and Real Time Response; Verification & Validation; Cooperative Intelligence; Surveillance and Reconnaissance; Automated Strike Integration and Safety Technologies • Calls under this BAA may be standalone efforts in one or multiple research areas, or in support of a larger effort. Each individual call will specify its own goals, objectives and deliverables.",2211.1533,"UAS in the Airspace: A Review on Integration, Simulation, Optimization, and Open Challenges","Air transportation is essential for society, and it is increasing gradually due to its importance. To improve the airspace operation, new technologies are under development, such as Unmanned Aircraft Systems (UAS). In fact, in the past few years, there has been a growth in UAS numbers in segregated airspace. However, there is an interest in integrating these aircraft into the National Airspace System (NAS). The UAS is vital to different industries due to its advantages brought to the airspace (e.g., efficiency). Conversely, the relationship between UAS and Air Traffic Control (ATC) needs to be well-defined due to the impacts on ATC capacity these aircraft may present. Throughout the years, this impact may be lower than it is nowadays because the current lack of familiarity in this relationship contributes to higher workload levels. Thereupon, the primary goal of this research is to present a comprehensive review of the advancements in the integration of UAS in the National Airspace System (NAS) from different perspectives. We consider the challenges regarding simulation, final approach, and optimization of problems related to the interoperability of such systems in the airspace. Finally, we identify several open challenges in the field based on the existing state-of-the-art proposals.",0.380335,-3031,2211.15330,"UAS in the Airspace: A Review on Integration, Simulation, Optimization, and Open Challenges",0.380328,-3031,1311.0653,Automatic Airspace Sectorisation: A Survey,0.220533,276,2211.15330,"UAS in the Airspace: A Review on Integration, Simulation, Optimization, and Open Challenges",0.380335,-3031,True,Strong Relavance,none,"Direct thematic alignment on UAS airspace integration. The paper is a review rather than a single technology contribution, but it still surveys the exact problem named by the grant."
